CarParkID,Development,LotType,Agency,id,lat,lng
W61,BLK 358A WOODLANDS AVENUE 5,C,HDB,W61_C,1.433208958,103.7839164
W64,BLK 605A WOODLANDS DRIVE 42,C,HDB,W64_C,1.437895933,103.7970991
W65,BLK 701A WOODLANDS DRIVE 40,C,HDB,W65_C,1.441136622,103.7959395
W66,BLK 709A WOODLANDS DRIVE 70,C,HDB,W66_C,1.440999078,103.7980367
W67,BLK 714A WOODLANDS DRIVE 70,C,HDB,W67_C,1.441457263,103.7990464
W68,BLK 718A WOODLANDS AVENUE 6,C,HDB,W68_C,1.441390721,103.8005527
W69,BLK 721A WOODLANDS AVENUE 6,C,HDB,W69_C,1.444727786,103.7998033
W70,BLK 739A WOODLANDS CIRCLE,C,HDB,W70_C,1.444511223,103.7968091
W71,BLK 728A WOODLANDS CIRCLE,C,HDB,W71_C,1.443186522,103.7989885
W72,BLK 792A WOODLANDS AVENUE 6,C,HDB,W72_C,1.442625936,103.801916
W73,BLK 796A WOODLANDS DRIVE 72,C,HDB,W73_C,1.443310883,103.8037697
W74,BLK 737A WOODLANDS CIRCLE,C,HDB,W74_C,1.443215598,103.7963535
W75,BLK 747A WOODLANDS CIRCLE,C,HDB,W75_C,1.443304602,103.795579
W76,BLK 748A WOODLANDS CIRCLE,C,HDB,W76_C,1.444918126,103.7951017
W77,BLK 757A WOODLANDS AVENUE 4,C,HDB,W77_C,1.446060606,103.7938985
W78,BLK 759A WOODLANDS AVENUE 6,C,HDB,W78_C,1.446593029,103.7960262
W79,BLK 773A WOODLANDS DRIVE 60,C,HDB,W79_C,1.447731111,103.7984808
W80,BLK 775A WOODLANDS CRESCENT,C,HDB,W80_C,1.448166564,103.8003423
W81,BLK 786A WOODLANDS DRIVE 60,C,HDB,W81_C,1.445980334,103.8000409
W82,BLK 787A WOODLANDS CRESCENT,C,HDB,W82_C,1.44451438,103.8016071
W83,BLK 608A WOODLANDS RING ROAD,C,HDB,W83_C,1.43609553,103.7971308
W84,BLK 614A WOODLANDS AVENUE 4,C,HDB,W84_C,1.434799594,103.7959545
W85,BLK 622A WOODLANDS DRIVE 52,C,HDB,W85_C,1.434107255,103.7991668
W86,BLK 644A WOODLANDS RING ROAD,C,HDB,W86_C,1.437361837,103.8011496
W87,BLK 649A WOODLANDS RING ROAD,C,HDB,W87_C,1.438539715,103.8002309
W88,BLK 656A WOODLANDS RING ROAD,C,HDB,W88_C,1.437220944,103.798716
W89,BLK 661A WOODLANDS RING ROAD,C,HDB,W89_C,1.43584278,103.7985543
W8M,BLK 2A MARSILING DRIVE,C,HDB,W8M_C,1.440182567,103.7763476
W90,BLK 626A WOODLANDS DRIVE 52,C,HDB,W90_C,1.434117653,103.8000835
W91,BLK 630A WOODLANDS RING ROAD,C,HDB,W91_C,1.43510014,103.8011664
W92,BLK 633A WOODLANDS RING ROAD,C,HDB,W92_C,1.436260631,103.8020553
W93,BLK 639A WOODLANDS RING ROAD,C,HDB,W93_C,1.437782899,103.8025916
W94,BLK 678A WOODLANDS AVENUE 6,C,HDB,W94_C,1.440251557,103.8013451
W95,BLK 788A WOODLANDS CRESCENT,C,HDB,W95_C,1.444172955,103.8017806
W96,BLK 667A WOODLANDS RING ROAD,C,HDB,W96_C,1.438891051,103.7979177
W98,BLK 681 WOODLANDS DRIVE 62,C,HDB,W98_C,1.439629438,103.8035899
WCB,BLK 261/262/264 WATERLOO BASEMENT CAR PARK,C,HDB,WCB_C,1.298808294,103.8519378
WCC,900 SOUTH WOODLANDS DR,C,HDB,WCC_C,1.434901737,103.7866138
Y10,BLK 753/774 YISHUN STREET 72/AVENUE 3,C,HDB,Y10_C,1.423842758,103.8332823
Y11,BLK 717/730 YISHUN STREET 71,C,HDB,Y11_C,1.425775461,103.8299545
Y12,"BLK 165/167,170/175 YISHUN RING ROAD/AVENUE 7",C,HDB,Y12_C,1.436796743,103.8324715
Y13,"BLK 201/202, 207/212 YISHUN STREET 21",C,HDB,Y13_C,1.431214896,103.8378649
Y14,"BLK 203/206, 213/226 YISHUN STREET 21",C,HDB,Y14_C,1.43267364,103.8356612
Y15,BLK 227/235 YISHUN STREET 21,C,HDB,Y15_C,1.434648154,103.8368143
Y16,BLK 238/242 YISHUN RING ROAD,C,HDB,Y16_C,1.433062087,103.8394383
Y17,BLK 243/257 YISHUN RING ROAD/AVENUE 9,C,HDB,Y17_C,1.435063444,103.8411611
Y18,BLK 258/264 YISHUN STREET 22,C,HDB,Y18_C,1.435747368,103.8395119
Y19,BLK 265/289 YISHUN STREET 22/AVENUE 6,C,HDB,Y19_C,1.437760383,103.8381575
Y20,BLK 293/294 YISHUN STREET 22,C,HDB,Y20_C,1.436262056,103.8378558
Y21,BLK 290/292 YISHUN STREET 22,C,HDB,Y21_C,1.436902004,103.8371552
Y23,BLK 775-794 YISHUN RING RD/AVENUE 2,C,HDB,Y23_C,1.421593416,103.8320796
Y24,BLK 795-799 YISHUN RING ROAD,C,HDB,Y24_C,1.419088894,103.8333176
Y25,BLK 800-812 YISHUN RING ROAD,C,HDB,Y25_C,1.416694062,103.8310085
Y26,BLK 816/820 YISHUN STREET 81,C,HDB,Y26_C,1.412862878,103.8338375
Y27,BLK 821/830 YISHUN STREET 81,C,HDB,Y27_C,1.414209709,103.8336235
Y28,BLK 832/841 YISHUN STREET 81,C,HDB,Y28_C,1.415628219,103.8340081
Y29,BLK 846 YISHUN RING ROAD,C,HDB,Y29_C,1.417203224,103.8345354
Y31,BLK 850/855 YISHUN STREET 81/RING ROAD,C,HDB,Y31_C,1.416664368,103.8367409
Y32,BLK 858/864 YISHUN AVE 4,C,HDB,Y32_C,1.41748548,103.8385993
Y33,BLK 602-605 YISHUN STREET 61,C,HDB,Y33_C,1.422229706,103.8361098
Y34,BLK 606-631 YISHUN STREET 61/RING ROAD,C,HDB,Y34_C,1.4208182,103.8361757
Y35,BLK 632/641 YISHUN STREET 61,C,HDB,Y35_C,1.419694459,103.8384739
Y36,BLK 642/643 YISHUN STREET 61,C,HDB,Y36_C,1.421303839,103.8379897
Y38,BLK 650/661 YISHUN AVENUE 4,C,HDB,Y38_C,1.42258962,103.8401111
Y39,"BLK 662/666,666A TO 666B YISHUN AVENUE 4",C,HDB,Y39_C,1.420049982,103.8405267
Y3M,BLK 115A/115B/115C YISHUN RING ROAD,C,HDB,Y3M_C,1.433544682,103.8274698
Y40,BLK 865/880 YISHUN STREET 81,C,HDB,Y40_C,1.414847697,103.8367182
Y41,BLK 302-314 YISHUN CENTRAL/RING ROAD,C,HDB,Y41_C,1.430135407,103.8399316
Y43,BLK 320-332 YISHUN CENTRAL/RING ROAD,C,HDB,Y43_C,1.428899474,103.8410989
Y45,BLK 343-351 YISHUN AVENUE 11,C,HDB,Y45_C,1.427187275,103.8431882
Y46,BLK 352-359 YISHUN RING ROAD,C,HDB,Y46_C,1.426038896,103.8457669
Y48,BLK 386-399 YISHUN RING ROAD/AVENUE 6,C,HDB,Y48_C,1.429387863,103.8478178
Y49,BLK 401/414 YISHUN RING ROAD/AVENUE 6,C,HDB,Y49_C,1.426061257,103.8478153
Y51,"BLK 423/427, 433/440 YISHUN AVE 6/AVE 11",C,HDB,Y51_C,1.421503052,103.8470655
Y56,"BLK 926/932,934/935 YISHUN CENTRAL 1",C,HDB,Y56_C,1.425449749,103.8367628
Y57,BLK 415/417 YISHUN RING ROAD/AVENUE 11,C,HDB,Y57_C,1.423992063,103.846466
Y58,162 YISHUN STREET 11,C,HDB,Y58_C,1.432539249,103.8323825
YHS,BLK 11/12/13 YORK HILL CAR PARK,C,HDB,YHS_C,1.286500625,103.8378867
YHS,BLK 11/12/13 YORK HILL CAR PARK,Y,HDB,YHS_Y,1.286500625,103.8378867
YHS,BLK 11/12/13 YORK HILL CAR PARK,H,HDB,YHS_H,1.286500625,103.8378867
A100,BLK 650 ANG MO KIO STREET 61,C,HDB,A100_C,1.377987473,103.8426025
AM16,BLK 256A ANG MO KIO STREET 21,C,HDB,AM16_C,1.370349801,103.8357183
AM18,BLK 308C ANG MO KIO AVE 1,C,HDB,AM18_C,1.365540013,103.8446194
AM19,BLK 260 ANG MO KIO ST 21,C,HDB,AM19_C,1.368886198,103.834531
AM20,BLK 309B ANG MO KIO ST 31,C,HDB,AM20_C,1.364697733,103.8460886
AM22,BLK 316B ANG MO KIO STREET 31,C,HDB,AM22_C,1.364588291,103.847653
AM32,BLK 255A ANG MO KIO ST 21,C,HDB,AM32_C,1.370532524,103.8343768
AM43,BLK 455 ANG MO KIO ST 44,C,HDB,AM43_C,1.368584224,103.8573099
AM46,BLK 588 ANG MO KIO STREET 52,C,HDB,AM46_C,1.372178323,103.8533964
AM51,BLK 700 ANG MO KIO AVE 6,C,HDB,AM51_C,1.369915002,103.8466985
AM79,BLK 596 ANG MO KIO STREEET 52,C,HDB,AM79_C,1.372358192,103.8513967
AM80,BLK 130A ANG MO KIO ST 12,C,HDB,AM80_C,1.37064699,103.8418615
AM81,BLK 132A ANG MO KIO ST 12,C,HDB,AM81_C,1.371639242,103.8419478
AM96,BLK 352A ANG MO KIO STREET 32,C,HDB,AM96_C,1.364074149,103.8509404
AR1L,3 AND 5 DOVER ROAD,C,HDB,AR1L_C,1.303876719,103.7826318
AR1M,BLK 2A DOVER ROAD,C,HDB,AR1M_C,1.302848684,103.7836668
AR2L,BLK 26 AND 27 DOVER CRESCENT,C,HDB,AR2L_C,1.305913234,103.7811547
AR2M,BLK 28 DOVER CRESCENT,C,HDB,AR2M_C,1.304738893,103.7816745
AR5M,BLK 19A DOVER CRESCENT,Y,HDB,AR5M_Y,1.307343527,103.7844633
AR5M,BLK 19A DOVER CRESCENT,H,HDB,AR5M_H,1.307343527,103.7844633
AR5M,BLK 19A DOVER CRESCENT,C,HDB,AR5M_C,1.307343527,103.7844633
AR7L,12 TO 14 DOVER CLOSE EAST,C,HDB,AR7L_C,1.305807721,103.7855911
AR7M,BLK 12A DOVER CLOSE EAST,C,HDB,AR7M_C,1.304771377,103.785192
B23T,BLK 90 BEDOK NORTH STREET 4,C,HDB,B23T_C,1.332299108,103.9399783
B44B,BLKS 556/557 BEDOK NORTH STREET 3,C,HDB,B44B_C,1.332264404,103.9229186
B94A,"BLK 512 TO 518, 554 BEDOK NORTH AVE 2",C,HDB,B94A_C,1.331303628,103.9291792
B99M,BLK 807 CHAI CHEE ROAD,C,HDB,B99M_C,1.327488075,103.9227613
BBM1,BLK 188A BUKIT BATOK WEST AVE 6,C,HDB,BBM1_C,1.346436654,103.7453823
BBM2,BLK 628A BUKIT BATOK CENTRAL,C,HDB,BBM2_C,1.350867071,103.7498822
BBM3,BLK 289H BUKIT BATOK STREET 25,C,HDB,BBM3_C,1.344506283,103.7599178
BBM5,BLK 290H BUKIT BATOK STREET 24,C,HDB,BBM5_C,1.343242885,103.7579336
BBM7,BLK 154A BUKIT BATOK WEST AVE 8,C,HDB,BBM7_C,1.347355328,103.7436955
BBM8,BLK 622A BUKIT BATOK CENTRAL,C,HDB,BBM8_C,1.349969285,103.7485105
BBM9,BLK 395A BUKIT BATOK WEST AVE 5,C,HDB,BBM9_C,1.365830635,103.7517718
BE10,BLKS 168-180 BISHAN STREET 13,C,HDB,BE10_C,1.347741037,103.8532954
BE11,BLK 181-186 BISHAN STREET 13,C,HDB,BE11_C,1.349779455,103.8530414
BE12,BLK 187-197 BISHAN STREET 13,C,HDB,BE12_C,1.350023317,103.8509698
BE13,BLK 135A BISHAN STREET 12,C,HDB,BE13_C,1.344885541,103.8515276
BE14,BLK 167A BISHAN STREET 13,C,HDB,BE14_C,1.347059123,103.8554317
BE18,BLK 441-455 SIN MING/BRIGHT HILL DRIVE,C,HDB,BE18_C,1.358351091,103.8310862
BE19,BLK 503/504 BISHAN STREET 11,C,HDB,BE19_C,1.34885537,103.8482018
BE22,BLK 511/513 BISHAN STREET 13,C,HDB,BE22_C,1.349436594,103.849655
BE23,BLK 514 BISHAN STREET 13,C,HDB,BE23_C,1.350095907,103.8497629
BE25,BLK 207A BISHAN STREET 23,C,HDB,BE25_C,1.355154368,103.8483089
BE26,BLK 207/212/216/217 BISHAN STREET 23,C,HDB,BE26_C,1.355895235,103.8484567
BE27,BLK 212A BISHAN STREET 23,C,HDB,BE27_C,1.356656214,103.8486311
BE28,"BLK 213-215,218-227 BISHAN STREET 23",C,HDB,BE28_C,1.357925784,103.8480504
BE29,BLK 228-231 BISHAN STREET 23,C,HDB,BE29_C,1.3574527,103.8459009
BE30,BLK 231A BISHAN STREET 23,C,HDB,BE30_C,1.357463972,103.8464453
BE31,BLK 232-237 BISHAN STREET 22,C,HDB,BE31_C,1.358866864,103.8460952
BE32,BLK 237A BISHAN STREET 22,C,HDB,BE32_C,1.359171016,103.8466725
BE33,BLK 238-245 BISHAN STREET 22,C,HDB,BE33_C,1.3601707,103.8448201
BE34,BLK 246A BISHAN STREET 22,C,HDB,BE34_C,1.360961036,103.8436216
BE35,BLK 246-256 BISHAN STREET 22,C,HDB,BE35_C,1.361420683,103.8430845
BE36,BLK 278-281 BISHAN STREET 24,C,HDB,BE36_C,1.35749517,103.8445354
BE37,BLK 282 BISHAN STREET 22,C,HDB,BE37_C,1.358007941,103.8444208
BE38,BLK 283/284 BISHAN STREET 22,C,HDB,BE38_C,1.35889863,103.8445665
BE39,BLK 263A BISHAN STREET 22,C,HDB,BE39_C,1.359196402,103.8419713
BE3R,BLK 410A SIN MING AVE,C,HDB,BE3R_C,1.36316581,103.8354419
BE40,BLK 268A BISHAN STREET 24,C,HDB,BE40_C,1.357311178,103.8426402
BE42,BLK 290A BISHAN STREET 24,C,HDB,BE42_C,1.355561781,103.8445481
BE44,BLK 448A BRIGHT HILL DRIVE,C,HDB,BE44_C,1.357770155,103.8315914
BE45,BLK 275 BISHAN ST 24,C,HDB,BE45_C,1.356308344,103.8436738
BJ10,BLK 234-241 BUKIT PANJANG RING ROAD,C,HDB,BJ10_C,1.378939287,103.7706552
BJ11,BLK 242-245 BUKIT PANJANG RING ROAD,C,HDB,BJ11_C,1.380763687,103.7718799
BJ12,BLK 246-255 BANGKIT ROAD,C,HDB,BJ12_C,1.380253263,103.7744886
BJ13,BLK 270-277 BANGKIT ROAD,C,HDB,BJ13_C,1.377003622,103.7747788
BJ14,BLK 257 BANGKIT ROAD,C,HDB,BJ14_C,1.378986938,103.7735291
BJ15,BLK 259A BANGKIT ROAD,C,HDB,BJ15_C,1.377494482,103.7737819
BJ16,BLK 259A BANGKIT ROAD,C,HDB,BJ16_C,1.377506517,103.7736203
BJ17,BLK 401A FAJAR ROAD,C,HDB,BJ17_C,1.381250233,103.7689457
BJ18,BLK 401-408 FAJAR ROAD,C,HDB,BJ18_C,1.38096997,103.7681115
BJ19,BLK 409-419 FAJAR ROAD,C,HDB,BJ19_C,1.384033759,103.7683839
BJ20,BLK 420-426 FAJAR ROAD,C,HDB,BJ20_C,1.386057947,103.7697817
BJ21,BLK 427-435 BUKIT PANJANG RING ROAD,C,HDB,BJ21_C,1.38594478,103.770672
BJ23,BLK 258 BUKIT PANJANG RING ROAD,C,HDB,BJ23_C,1.377634551,103.7729511
BJ24,BLK 436-441 FAJAR ROAD,C,HDB,BJ24_C,1.383267484,103.7704683
BJ25,BLK 453A FAJAR ROAD,C,HDB,BJ25_C,1.38489913,103.7717252
BJ26,BLK 449A BUKIT PANJANG RING ROAD,C,HDB,BJ26_C,1.383809074,103.7726994
BJ27,BLK 442A FAJAR ROAD,C,HDB,BJ27_C,1.382640538,103.7709504
BJ28,BLK 170A LOMPANG ROAD,C,HDB,BJ28_C,1.378924834,103.765546
BJ29,BLK 505A JELAPANG ROAD,C,HDB,BJ29_C,1.384938092,103.7676831
BJ30,BLK 510A JELAPANG ROAD,C,HDB,BJ30_C,1.387029282,103.7689793
BJ31,BLK 513A JELAPANG ROAD,C,HDB,BJ31_C,1.387898151,103.7675184
BJ32,BLK 518A JELAPANG ROAD,C,HDB,BJ32_C,1.386557416,103.7668476
BJ33,BLK 234A BUKIT PANJANG RING ROAD,C,HDB,BJ33_C,1.379119502,103.7720111
BJ34,BLK 517A JELAPANG ROAD,C,HDB,BJ34_C,1.38779606,103.7664901
BJ35,BLK 521A JELAPANG ROAD,C,HDB,BJ35_C,1.387024333,103.7658722
BJ36,BLK 525A JELAPANG ROAD,C,HDB,BJ36_C,1.386262892,103.7652959
BJ37,BLK 529A JELAPANG ROAD,C,HDB,BJ37_C,1.38537581,103.7646607
BJ38,BLK 533A BUKIT PANJANG RING ROAD,C,HDB,BJ38_C,1.385136691,103.7634266
BJ39,BLK 537A BUKIT PANJANG RING ROAD,C,HDB,BJ39_C,1.384231798,103.7628601
BJ40,BLK 541A BUKIT PANJANG RING ROAD,C,HDB,BJ40_C,1.382825788,103.7629016
BJ41,BLK 152A GANGSA ROAD,C,HDB,BJ41_C,1.37551205,103.7654545
BJ42,BLK 163A GANGSA ROAD,C,HDB,BJ42_C,1.376921278,103.7642864
BJ43,BLK 603A SENJA ROAD,C,HDB,BJ43_C,1.381720446,103.7616776
BJ44,BLK 177A LOMPANG ROAD,C,HDB,BJ44_C,1.380648941,103.7649868
BJ45,BLK 180A LOMPANG ROAD,C,HDB,BJ45_C,1.378687961,103.7650088
BJ48,BLK 651A SENJA LINK,C,HDB,BJ48_C,1.38718579,103.764603
BJ49,BLK 611A/613A/615A/616A BUKIT PANJANG RING ROAD/SENJA ROAD,C,HDB,BJ49_C,1.38489746,103.7614868
BJ50,BLK 468A SEGAR ROAD,C,HDB,BJ50_C,1.388183995,103.7736013
BJ51,BLK 181A JELEBU ROAD,C,HDB,BJ51_C,1.379398409,103.7634643
BJ52,BLK 185A JELEBU ROAD,C,HDB,BJ52_C,1.379113361,103.7626379
BJ53,BLK 480A SEGAR ROAD,C,HDB,BJ53_C,1.389705481,103.7719198
BJ54,BLK 476A SEGAR ROAD,C,HDB,BJ54_C,1.388947394,103.7734725
BJ55,BLK 625A SENJA ROAD,C,HDB,BJ55_C,1.386282945,103.760777
BJ56,BLK 629A SENJA ROAD,C,HDB,BJ56_C,1.385891216,103.7589498
BJ57,BLK 628 SENJA RD,C,HDB,BJ57_C,1.385251203,103.7601704
BJ58,BLK 455A SEGAR ROAD,C,HDB,BJ58_C,1.38752443,103.7712726
BJ60,BLK 547 SEGAR ROAD,C,HDB,BJ60_C,1.388262002,103.7694762
BJ61,BLK 548 SEGAR ROAD,C,HDB,BJ61_C,1.388979662,103.7678127
BJ62,BLK 454 FAJAR ROAD,C,HDB,BJ62_C,1.384268625,103.7713963
BJ63,BLK 443 FAJAR ROAD,C,HDB,BJ63_C,1.381315511,103.7702911
BJ65,BLK 632 SENJA ROAD,C,HDB,BJ65_C,1.384704157,103.7587614
BJ66,BLK 634 SENJA ROAD,C,HDB,BJ66_C,1.386248576,103.7577026
BJ67,BLK 636 SENJA ROAD,C,HDB,BJ67_C,1.387349956,103.7579829
BJ68,BLK 422A FAJAR ROAD,C,HDB,BJ68_C,1.385381725,103.7699702
BJMP,BLK 259B BANGKIT ROAD,C,HDB,BJMP_C,1.377766424,103.7735152
BKE1,BLK 668 CHANDER ROAD,C,HDB,BKE1_C,1.307818931,103.8515963
BKE2,BLK 681/682 RACE COURSE ROAD,C,HDB,BKE2_C,1.314128097,103.85548
BKE3,BLK 682/683 RACE COURSE ROAD,C,HDB,BKE3_C,1.31441523,103.8558008
BKE4,BLK 684/685 RACE COURSE ROAD,C,HDB,BKE4_C,1.31445037,103.856841
BKE7,BLK 678 PERUMAL ROAD,C,HDB,BKE7_C,1.312659416,103.8553227
BKE9,BLK 668 CHANDER ROAD,C,HDB,BKE9_C,1.307337213,103.8514638
BKRM,BLK 6A BOON KENG ROAD,C,HDB,BKRM_C,1.317276303,103.8613681
BL10,BLK 188/191 BOON LAY DRIVE,C,HDB,BL10_C,1.343761841,103.7114251
BL13,BLK 198/206 BOON LAY DRIVE,C,HDB,BL13_C,1.344692588,103.7150352
BL15,BLK 257A BOON LAY DRIVE,C,HDB,BL15_C,1.34597152,103.7075622
BL17,BLK 268 BOON LAY DRIVE,C,HDB,BL17_C,1.347871241,103.7077407
BL18,BLK 208A BOON LAY PLACE,C,HDB,BL18_C,1.346488452,103.7144373
BL19,BLK 212A BOON LAY PLACE,C,HDB,BL19_C,1.348777281,103.7133457
BL22,196 BOON LAY DR,C,HDB,BL22_C,1.342543506,103.7137499
BL23,216 BOON LAY AVE,C,HDB,BL23_C,1.349560589,103.7115798
BM10,BLK 56/57 LENGKOK BAHRU,C,HDB,BM10_C,1.288095999,103.8140698
BM13,BLK 44/47 LENGKOK BAHRU,C,HDB,BM13_C,1.286898204,103.8121918
BM14,BLK 34-36 JALAN RUMAH TINGGI,C,HDB,BM14_C,1.289040737,103.8088479
BM14,BLK 34-36 JALAN RUMAH TINGGI,Y,HDB,BM14_Y,1.289040737,103.8088479
BM14,BLK 34-36 JALAN RUMAH TINGGI,H,HDB,BM14_H,1.289040737,103.8088479
BM19,BLK 88/89 REDHILL CLOSE,H,HDB,BM19_H,1.285712448,103.8187026
BM19,BLK 88/89 REDHILL CLOSE,C,HDB,BM19_C,1.285712448,103.8187026
BM19,BLK 88/89 REDHILL CLOSE,Y,HDB,BM19_Y,1.285712448,103.8187026
BM20,BLK 89/90 REDHILL CLOSE,H,HDB,BM20_H,1.285247296,103.8187602
BM20,BLK 89/90 REDHILL CLOSE,C,HDB,BM20_C,1.285247296,103.8187602
BM20,BLK 89/90 REDHILL CLOSE,Y,HDB,BM20_Y,1.285247296,103.8187602
BM26,BLK 1/3/5 JALAN BUKIT MERAH,C,HDB,BM26_C,1.287279708,103.8074079
BM28,"BLK 117, 161 BUKIT MERAH CENTRAL",C,HDB,BM28_C,1.283999331,103.8158232
BM28,"BLK 117, 161 BUKIT MERAH CENTRAL",H,HDB,BM28_H,1.283999331,103.8158232
BM28,"BLK 117, 161 BUKIT MERAH CENTRAL",Y,HDB,BM28_Y,1.283999331,103.8158232
BM29,BLK 163 BUKIT MERAH CENTRAL,C,HDB,BM29_C,1.283634706,103.8170992
BM30,BLK 164/165 BUKIT MERAH CENTRAL,C,HDB,BM30_C,1.283234333,103.8167334
BM30,BLK 164/165 BUKIT MERAH CENTRAL,H,HDB,BM30_H,1.283234333,103.8167334
BM30,BLK 164/165 BUKIT MERAH CENTRAL,Y,HDB,BM30_Y,1.283234333,103.8167334
BM31,BLK 119 BUKIT MERAH CENTRAL,C,HDB,BM31_C,1.28244913,103.816575
BMVM,BLK 126A BUKIT MERAH VIEW,Y,HDB,BMVM_Y,1.284626289,103.8231292
BMVM,BLK 126A BUKIT MERAH VIEW,C,HDB,BMVM_C,1.284626289,103.8231292
BMVM,BLK 126A BUKIT MERAH VIEW,H,HDB,BMVM_H,1.284626289,103.8231292
BR10,BLK 90 WHAMPOA DRIVE,C,HDB,BR10_C,1.32301854,103.8545043
BR11,BLKS 27-30 & 32-33 JALAN BAHAGIA,C,HDB,BR11_C,1.326261839,103.8589644
BR12,BLKS 34/35 JALAN BAHAGIA,C,HDB,BR12_C,1.32721508,103.8577183
BR14,BLK 20 JALAN TENTERAM,C,HDB,BR14_C,1.325955651,103.8599835
BRB1,BLK 665 BUFFALO ROAD BASEMENT CAR PARK,C,HDB,BRB1_C,1.306066749,103.850586
BRBL,BLK 665 BUFFALO ROAD LOADING/UNLOADING BAYS,C,HDB,BRBL_C,1.306596894,103.8507075
BRM1,BLK 112A WHAMPOA ROAD,C,HDB,BRM1_C,1.326485488,103.856729
BRM3,BLK 98A WHAMPOA DRIVE,C,HDB,BRM3_C,1.321486174,103.8547025
BRM4,BLK 85A WHAMPOA DRIVE,C,HDB,BRM4_C,1.322730325,103.856074
BRM5,BLK 19A JALAN TENTERAM,C,HDB,BRM5_C,1.327543828,103.8594859
BRM6,BLK 116 JALAN TENTERAM,C,HDB,BRM6_C,1.327783114,103.8611934
BRM7,BLK 78A LORONG LIMAU,C,HDB,BRM7_C,1.324373897,103.855402
BTM2,BLK 8C BOON TIONG RD,Y,HDB,BTM2_Y,1.286963082,103.829641
BTM2,BLK 8C BOON TIONG RD,C,HDB,BTM2_C,1.286963082,103.829641
BTM2,BLK 8C BOON TIONG RD,H,HDB,BTM2_H,1.286963082,103.829641
BTM3,11A BOON TIONG ROAD,C,HDB,BTM3_C,1.28631122,103.8286983
BVM2,BLK 129A BUKIT MERAH VIEW,Y,HDB,BVM2_Y,1.283492803,103.8233757
BVM2,BLK 129A BUKIT MERAH VIEW,H,HDB,BVM2_H,1.283492803,103.8233757
BVM2,BLK 129A BUKIT MERAH VIEW,C,HDB,BVM2_C,1.283492803,103.8233757
C13M,BLK 309A CLEMENTI AVE 4,C,HDB,C13M_C,1.320563371,103.7661798
C13M,BLK 309A CLEMENTI AVE 4,Y,HDB,C13M_Y,1.320563371,103.7661798
C13M,BLK 309A CLEMENTI AVE 4,H,HDB,C13M_H,1.320563371,103.7661798
C14M,BLK 318A CLEMENTI AVE 4,H,HDB,C14M_H,1.317392375,103.7651855
C14M,BLK 318A CLEMENTI AVE 4,C,HDB,C14M_C,1.317392375,103.7651855
C14M,BLK 318A CLEMENTI AVE 4,Y,HDB,C14M_Y,1.317392375,103.7651855
C18A,BLK 426/427 CLEMENTI AVE 3,C,HDB,C18A_C,1.311756081,103.764187
C20M,BLK 462A CLEMENTI AVENUE 3,C,HDB,C20M_C,1.311504255,103.7656508
C21L,BLK 454 TO 460 CLEMENTI AVE 3,C,HDB,C21L_C,1.31101494,103.7670417
C21L,BLK 454 TO 460 CLEMENTI AVE 3,Y,HDB,C21L_Y,1.31101494,103.7670417
C21L,BLK 454 TO 460 CLEMENTI AVE 3,H,HDB,C21L_H,1.31101494,103.7670417
C21M,BLK 455A CLEMENTI AVE 3,H,HDB,C21M_H,1.311661194,103.7665267
C21M,BLK 455A CLEMENTI AVE 3,C,HDB,C21M_C,1.311661194,103.7665267
C21M,BLK 455A CLEMENTI AVE 3,Y,HDB,C21M_Y,1.311661194,103.7665267
C22M,BLK 109A CLEMENTI ST 11,Y,HDB,C22M_Y,1.321746371,103.7702155
C22M,BLK 109A CLEMENTI ST 11,C,HDB,C22M_C,1.321746371,103.7702155
C22M,BLK 109A CLEMENTI ST 11,H,HDB,C22M_H,1.321746371,103.7702155
C28M,BLK 208 CLEMENTI AVE 6,C,HDB,C28M_C,1.322361744,103.7620715
C29A,BLK 503 WEST COAST DRIVE,C,HDB,C29A_C,1.311360936,103.7591849
C3ML,"BLK 419, 420 AND 420A CLEMENTI AVE 1",C,HDB,C3ML_C,1.31039274,103.7690923
C3ML,"BLK 419, 420 AND 420A CLEMENTI AVE 1",Y,HDB,C3ML_Y,1.31039274,103.7690923
C3ML,"BLK 419, 420 AND 420A CLEMENTI AVE 1",H,HDB,C3ML_H,1.31039274,103.7690923
CC10,BLK 43/45 CHAI CHEE STREET,C,HDB,CC10_C,1.328685732,103.9255768
CC11,BLK 50/54 CHAI CHEE STREET,C,HDB,CC11_C,1.329095861,103.921634
CC12,BLK 11 CHAI CHEE ROAD,C,HDB,CC12_C,1.326766094,103.9249255
CCKC,309 CHOA CHU KANG AVE 4,C,HDB,CCKC_C,1.385075363,103.7457472
CK10,BLK 227A CHOA CHU KANG CENTRAL,C,HDB,CK10_C,1.380504753,103.7454349
CK11,BLK 287A CHOA CHU KANG AVENUE 2,C,HDB,CK11_C,1.378733823,103.7418689
CK12,BLK 409/413 CHOA CHU KANG AVE 3,C,HDB,CK12_C,1.381286117,103.7418157
CK13,BLK 414-420 CHOA CHU KANG AVENUE 4,C,HDB,CK13_C,1.382916724,103.7420406
CK14,BLK 278/287 CHOA CHU KANG AVENUE 2/3,C,HDB,CK14_C,1.380141023,103.7425287
CK15,BLK 288/295 CHOA CHU KANG AVENUE 2/3,C,HDB,CK15_C,1.37842621,103.740912
